timestamp,building_name,sensor_name,sensor_value
2019-01-01T10:00:00Z,building1,temperature_1,40.1746
2019-01-01T10:00:00Z,building1,temperature_2,44.2003
2019-01-01T10:00:00Z,building1,temperature_3,42.2857
2019-01-01T10:00:00Z,building1,temperature_4,48.0491
2019-01-01T10:00:00Z,building1,temperature_5,49.1427
2019-01-01T10:00:00Z,building2,temperature_1,43.5483
2019-01-01T10:00:00Z,building2,temperature_2,38.7111
2019-01-01T10:00:00Z,building2,temperature_3,44.8513
2019-01-01T10:00:00Z,building2,temperature_4,46.5925
2019-01-01T10:00:00Z,building2,temperature_5,36.1578
2019-01-01T12:04:00Z,building1,temperature_1,40.3374
2019-01-01T12:04:00Z,building1,temperature_2,36.9857
2019-01-01T12:04:00Z,building1,temperature_3,38.2883
2019-01-01T12:04:00Z,building1,temperature_4,49.7044
2019-01-01T12:04:00Z,building1,temperature_5,43.2163
2019-01-01T12:04:00Z,building2,temperature_1,44.2044
2019-01-01T12:04:00Z,building2,temperature_2,42.8381
2019-01-01T12:04:00Z,building2,temperature_3,37.6925
2019-01-01T12:04:00Z,building2,temperature_4,45.5218
2019-01-01T12:04:00Z,building2,temperature_5,46.4769
2019-01-01T14:00:00Z,building1,temperature_1,38.6388
2019-01-01T14:00:00Z,building1,temperature_2,49.3813
2019-01-01T14:00:00Z,building1,temperature_3,41.7175
2019-01-01T14:00:00Z,building1,temperature_4,39.1863
2019-01-01T14:00:00Z,building1,temperature_5,47.1067
2019-01-01T14:00:00Z,building2,temperature_1,49.3398
2019-01-01T14:00:00Z,building2,temperature_2,43.6821
2019-01-01T14:00:00Z,building2,temperature_3,49.4704
2019-01-01T14:00:00Z,building2,temperature_4,46.8524
2019-01-01T14:00:00Z,building2,temperature_5,38.6499
2019-01-01T16:05:00Z,building1,temperature_1,41.2899
2019-01-01T16:05:00Z,building1,temperature_2,49.3942
2019-01-01T16:05:00Z,building1,temperature_3,37.308
2019-01-01T16:05:00Z,building1,temperature_4,46.266
2019-01-01T16:05:00Z,building1,temperature_5,40.6187
2019-01-01T16:05:00Z,building2,temperature_1,44.0298
2019-01-01T16:05:00Z,building2,temperature_2,42.0483
2019-01-01T16:05:00Z,building2,temperature_3,42.9457
2019-01-01T16:05:00Z,building2,temperature_4,39.422
2019-01-01T16:05:00Z,building2,temperature_5,45.0344
2019-01-01T18:01:00Z,building1,temperature_1,38.9499
2019-01-01T18:01:00Z,building1,temperature_2,40.918
2019-01-01T18:01:00Z,building1,temperature_3,39.9061
2019-01-01T18:01:00Z,building1,temperature_4,46.6894
2019-01-01T18:01:00Z,building1,temperature_5,49.0726
2019-01-01T18:01:00Z,building2,temperature_1,42.8496
2019-01-01T18:01:00Z,building2,temperature_2,49.0936
2019-01-01T18:01:00Z,building2,temperature_3,46.8881
2019-01-01T18:01:00Z,building2,temperature_4,48.5843
2019-01-01T18:01:00Z,building2,temperature_5,45.6018
2019-01-01T20:01:00Z,building1,temperature_1,42.162
2019-01-01T20:01:00Z,building1,temperature_2,36.7637
2019-01-01T20:01:00Z,building1,temperature_3,44.5258
2019-01-01T20:01:00Z,building1,temperature_4,48.1597
2019-01-01T20:01:00Z,building1,temperature_5,40.5237
2019-01-01T20:01:00Z,building2,temperature_1,46.6364
2019-01-01T20:01:00Z,building2,temperature_2,37.3295
2019-01-01T20:01:00Z,building2,temperature_3,40.5927
2019-01-01T20:01:00Z,building2,temperature_4,42.9285
2019-01-01T20:01:00Z,building2,temperature_5,40.1532
2019-01-01T22:03:00Z,building1,temperature_1,39.8218
2019-01-01T22:03:00Z,building1,temperature_2,38.3563
2019-01-01T22:03:00Z,building1,temperature_3,40.4802
2019-01-01T22:03:00Z,building1,temperature_4,47.2131
2019-01-01T22:03:00Z,building1,temperature_5,38.7697
2019-01-01T22:03:00Z,building2,temperature_1,43.5741
2019-01-01T22:03:00Z,building2,temperature_2,47.4162
2019-01-01T22:03:00Z,building2,temperature_3,38.8615
2019-01-01T22:03:00Z,building2,temperature_4,38.0795
2019-01-01T22:03:00Z,building2,temperature_5,48.7863
2019-01-02T00:04:00Z,building1,temperature_1,46.7031
2019-01-02T00:04:00Z,building1,temperature_2,40.467
2019-01-02T00:04:00Z,building1,temperature_3,38.8823
2019-01-02T00:04:00Z,building1,temperature_4,42.7113
2019-01-02T00:04:00Z,building1,temperature_5,44.5311
2019-01-02T00:04:00Z,building2,temperature_1,38.5872
2019-01-02T00:04:00Z,building2,temperature_2,43.61
2019-01-02T00:04:00Z,building2,temperature_3,49.8135
2019-01-02T00:04:00Z,building2,temperature_4,42.7297
2019-01-02T00:04:00Z,building2,temperature_5,36.939
2019-01-02T02:04:00Z,building1,temperature_1,47.8439
2019-01-02T02:04:00Z,building1,temperature_2,36.43
2019-01-02T02:04:00Z,building1,temperature_3,48.8915
2019-01-02T02:04:00Z,building1,temperature_4,37.3814
2019-01-02T02:04:00Z,building1,temperature_5,47.5769
2019-01-02T02:04:00Z,building2,temperature_1,39.846
2019-01-02T02:04:00Z,building2,temperature_2,39.4004
2019-01-02T02:04:00Z,building2,temperature_3,41.8384
2019-01-02T02:04:00Z,building2,temperature_4,36.2994
2019-01-02T02:04:00Z,building2,temperature_5,43.5613
2019-01-02T04:01:00Z,building1,temperature_1,48.8729
2019-01-02T04:01:00Z,building1,temperature_2,46.2912
2019-01-02T04:01:00Z,building1,temperature_3,49.1223
2019-01-02T04:01:00Z,building1,temperature_4,40.9672
2019-01-02T04:01:00Z,building1,temperature_5,36.1888
2019-01-02T04:01:00Z,building2,temperature_1,44.5584
2019-01-02T04:01:00Z,building2,temperature_2,41.7675
2019-01-02T04:01:00Z,building2,temperature_3,44.7732
2019-01-02T04:01:00Z,building2,temperature_4,47.2761
2019-01-02T04:01:00Z,building2,temperature_5,37.3102
2019-01-02T06:00:00Z,building1,temperature_1,36.9682
2019-01-02T06:00:00Z,building1,temperature_2,37.5549
2019-01-02T06:00:00Z,building1,temperature_3,46.0299
2019-01-02T06:00:00Z,building1,temperature_4,44.5326
2019-01-02T06:00:00Z,building1,temperature_5,46.9296
2019-01-02T06:00:00Z,building2,temperature_1,46.0095
2019-01-02T06:00:00Z,building2,temperature_2,43.826
2019-01-02T06:00:00Z,building2,temperature_3,42.967
2019-01-02T06:00:00Z,building2,temperature_4,37.7068
2019-01-02T06:00:00Z,building2,temperature_5,43.7585
2019-01-02T08:04:00Z,building1,temperature_1,39.7819
2019-01-02T08:04:00Z,building1,temperature_2,44.6018
2019-01-02T08:04:00Z,building1,temperature_3,37.3056
2019-01-02T08:04:00Z,building1,temperature_4,43.2922
2019-01-02T08:04:00Z,building1,temperature_5,48.0008
2019-01-02T08:04:00Z,building2,temperature_1,41.5356
2019-01-02T08:04:00Z,building2,temperature_2,44.9625
2019-01-02T08:04:00Z,building2,temperature_3,46.5688
2019-01-02T08:04:00Z,building2,temperature_4,43.7981
2019-01-02T08:04:00Z,building2,temperature_5,42.3283
2019-01-02T10:04:00Z,building1,temperature_1,41.3488
2019-01-02T10:04:00Z,building1,temperature_2,43.2836
2019-01-02T10:04:00Z,building1,temperature_3,42.1431
2019-01-02T10:04:00Z,building1,temperature_4,37.7383
2019-01-02T10:04:00Z,building1,temperature_5,47.4053
2019-01-02T10:04:00Z,building2,temperature_1,47.97
2019-01-02T10:04:00Z,building2,temperature_2,39.3728
2019-01-02T10:04:00Z,building2,temperature_3,40.3302
2019-01-02T10:04:00Z,building2,temperature_4,41.4692
2019-01-02T10:04:00Z,building2,temperature_5,37.7402
2019-01-02T12:04:00Z,building1,temperature_1,47.9434
2019-01-02T12:04:00Z,building1,temperature_2,43.4784
2019-01-02T12:04:00Z,building1,temperature_3,49.7237
2019-01-02T12:04:00Z,building1,temperature_4,42.4294
2019-01-02T12:04:00Z,building1,temperature_5,40.3499
2019-01-02T12:04:00Z,building2,temperature_1,41.3752
2019-01-02T12:04:00Z,building2,temperature_2,45.1771
2019-01-02T12:04:00Z,building2,temperature_3,43.5832
2019-01-02T12:04:00Z,building2,temperature_4,44.6382
2019-01-02T12:04:00Z,building2,temperature_5,36.7083
2019-01-02T14:01:00Z,building1,temperature_1,47.3099
2019-01-02T14:01:00Z,building1,temperature_2,41.0952
2019-01-02T14:01:00Z,building1,temperature_3,41.2244
2019-01-02T14:01:00Z,building1,temperature_4,49.6286
2019-01-02T14:01:00Z,building1,temperature_5,49.1462
2019-01-02T14:01:00Z,building2,temperature_1,49.0193
2019-01-02T14:01:00Z,building2,temperature_2,38.5316
2019-01-02T14:01:00Z,building2,temperature_3,46.19
2019-01-02T14:01:00Z,building2,temperature_4,39.0036
2019-01-02T14:01:00Z,building2,temperature_5,39.9354
2019-01-02T16:03:00Z,building1,temperature_1,45.6996
2019-01-02T16:03:00Z,building1,temperature_2,44.5915
2019-01-02T16:03:00Z,building1,temperature_3,46.1685
2019-01-02T16:03:00Z,building1,temperature_4,49.3659
2019-01-02T16:03:00Z,building1,temperature_5,44.0596
2019-01-02T16:03:00Z,building2,temperature_1,38.8035
2019-01-02T16:03:00Z,building2,temperature_2,49.6647
2019-01-02T16:03:00Z,building2,temperature_3,36.8778
2019-01-02T16:03:00Z,building2,temperature_4,45.5688
2019-01-02T16:03:00Z,building2,temperature_5,46.5695
2019-01-02T18:05:00Z,building1,temperature_1,42.248
2019-01-02T18:05:00Z,building1,temperature_2,39.4876
2019-01-02T18:05:00Z,building1,temperature_3,45.863
2019-01-02T18:05:00Z,building1,temperature_4,40.7236
2019-01-02T18:05:00Z,building1,temperature_5,42.3958
2019-01-02T18:05:00Z,building2,temperature_1,38.3871
2019-01-02T18:05:00Z,building2,temperature_2,39.3504
2019-01-02T18:05:00Z,building2,temperature_3,42.5916
2019-01-02T18:05:00Z,building2,temperature_4,49.1243
2019-01-02T18:05:00Z,building2,temperature_5,41.7456
2019-01-02T20:03:00Z,building1,temperature_1,48.8375
2019-01-02T20:03:00Z,building1,temperature_2,46.2625
2019-01-02T20:03:00Z,building1,temperature_3,44.1325
2019-01-02T20:03:00Z,building1,temperature_4,46.6196
2019-01-02T20:03:00Z,building1,temperature_5,49.2308
2019-01-02T20:03:00Z,building2,temperature_1,43.8513
2019-01-02T20:03:00Z,building2,temperature_2,46.3575
2019-01-02T20:03:00Z,building2,temperature_3,37.588
2019-01-02T20:03:00Z,building2,temperature_4,40.6395
2019-01-02T20:03:00Z,building2,temperature_5,37.6029
2019-01-02T22:04:00Z,building1,temperature_1,42.8861
2019-01-02T22:04:00Z,building1,temperature_2,47.2925
2019-01-02T22:04:00Z,building1,temperature_3,43.2599
2019-01-02T22:04:00Z,building1,temperature_4,47.246
2019-01-02T22:04:00Z,building1,temperature_5,41.1274
2019-01-02T22:04:00Z,building2,temperature_1,48.7507
2019-01-02T22:04:00Z,building2,temperature_2,39.1257
2019-01-02T22:04:00Z,building2,temperature_3,47.7905
2019-01-02T22:04:00Z,building2,temperature_4,37.3697
2019-01-02T22:04:00Z,building2,temperature_5,45.8777
2019-01-03T00:02:00Z,building1,temperature_1,44.2768
2019-01-03T00:02:00Z,building1,temperature_2,46.0948
2019-01-03T00:02:00Z,building1,temperature_3,47.2383
2019-01-03T00:02:00Z,building1,temperature_4,41.8143
2019-01-03T00:02:00Z,building1,temperature_5,46.3149
2019-01-03T00:02:00Z,building2,temperature_1,48.8191
2019-01-03T00:02:00Z,building2,temperature_2,44.6135
2019-01-03T00:02:00Z,building2,temperature_3,45.316
2019-01-03T00:02:00Z,building2,temperature_4,49.5119
2019-01-03T00:02:00Z,building2,temperature_5,43.4447
2019-01-03T02:01:00Z,building1,temperature_1,45.7387
2019-01-03T02:01:00Z,building1,temperature_2,47.3234
2019-01-03T02:01:00Z,building1,temperature_3,47.2527
